,Title,Rank,Type,Volumes,Published,Members,page_url,image_url,Score
3505,First Love: Anata ga Watashi wo Sabishiku Saseru,13832,Manga,1,Feb 2008 - Feb 2008,914,https://myanimelist.net/manga/18506/First_Love__Anata_ga_Watashi_wo_Sabishiku_Saseru,https://cdn.myanimelist.net/r/100x140/images/manga/3/113947.jpg?s=ff456a34325c1fa07ed81a6cfdde6586,6.6
3506,Himekei♥Doll,6180,Manga,4,Jan 2007 - Mar 2008,3121,https://myanimelist.net/manga/6416/Himekei♥Doll,https://cdn.myanimelist.net/r/100x140/images/manga/1/32722.jpg?s=b416726d46642b94c7d7ae7f89e66f10,7.17
3507,Sakuratetsu Taiwa-hen,12707,Manga,2,Dec 2001 - Apr 2002,704,https://myanimelist.net/manga/4221/Sakuratetsu_Taiwa-hen,https://cdn.myanimelist.net/r/100x140/images/manga/2/152585.jpg?s=e483d8297e669a01a5bd18cca6668035,6.69
3508,Nano Hazard,17735,Manga,3,Aug 2018 - Feb 2019,537,https://myanimelist.net/manga/118637/Nano_Hazard,https://cdn.myanimelist.net/r/100x140/images/manga/3/220020.jpg?s=0b8e9255aa6493d45a19f4372bc732ae,5.53
3509,A Bias Girl,13716,Manhwa,2,Jun 2011 - Feb 2012,1902,https://myanimelist.net/manga/33281/A_Bias_Girl,https://cdn.myanimelist.net/r/100x140/images/manga/2/150659.jpg?s=df2417323fb667d2f414cae8f132f85e,6.61
3510,Kanojo de Ippai,9925,Manga,3,Apr 2010 - May 2011,2323,https://myanimelist.net/manga/69723/Kanojo_de_Ippai,https://cdn.myanimelist.net/r/100x140/images/manga/2/119411.jpg?s=980c8679741cda88edc0b64360f7a8e0,6.9
3511,Fate/Grand Order: From Lostbelt,5467,Manga,?,Dec 2019 -,587,https://myanimelist.net/manga/123539/Fate_Grand_Order__From_Lostbelt,https://cdn.myanimelist.net/r/100x140/images/manga/2/238381.jpg?s=c7c781f818a94e20d2a95dc6a126959e,7.23
3512,Yorimichi,14902,One-shot,?,Nov 2013 - Nov 2013,1794,https://myanimelist.net/manga/64773/Yorimichi,https://cdn.myanimelist.net/r/100x140/images/manga/3/110639.jpg?s=9f43f9744f9398d044b471315f749c90,6.5
3513,Oni Futatsu,16540,Manga,2,Apr 2017 - May 2018,2712,https://myanimelist.net/manga/105915/Oni_Futatsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/202276.jpg?s=10e88bc6cec23119fd7371dd08359a64,6.26
3514,Cocoon,4525,Manga,1,May 2008 - Jul 2010,2587,https://myanimelist.net/manga/36595/Cocoon,https://cdn.myanimelist.net/r/100x140/images/manga/3/280453.jpg?s=a9cfcfb8ac7dcccc3c348d26714ba4a4,7.31
3515,Domino Kick: Naraberareta Domino wo Kick shitara Dou Naru no kashira?,11321,Manga,2,Jul 2014 - Feb 2015,551,https://myanimelist.net/manga/78349/Domino_Kick__Naraberareta_Domino_wo_Kick_shitara_Dou_Naru_no_kashira,https://cdn.myanimelist.net/r/100x140/images/manga/2/143667.jpg?s=81c11cbf81d5601e403aed74f33a996f,6.8
3516,Shisha no Teikoku,10296,Manga,3,Sep 2015 - Sep 2016,1463,https://myanimelist.net/manga/92316/Shisha_no_Teikoku,https://cdn.myanimelist.net/r/100x140/images/manga/2/172647.jpg?s=8a5ee38da04264dc409e364a69dfdde6,6.87
3517,Ghost Wife,5381,Manhwa,?,Jun 2016 - Jan 2019,1283,https://myanimelist.net/manga/147466/Ghost_Wife,https://cdn.myanimelist.net/r/100x140/images/manga/2/261958.jpg?s=0f05a6412b4b309906bf8ebfcd3ca444,7.23
3518,Prince of Wangja,11324,Manhwa,?,May 2014 -,544,https://myanimelist.net/manga/86090/Prince_of_Wangja,https://cdn.myanimelist.net/r/100x140/images/manga/3/149529.jpg?s=f3f9862d8099534438c20adb1460c43a,6.8
3519,SSG: Meimon Danshikou Keppuroku,10008,Manga,4,Feb 2013 - Dec 2014,2530,https://myanimelist.net/manga/54191/SSG__Meimon_Danshikou_Keppuroku,https://cdn.myanimelist.net/r/100x140/images/manga/1/152731.jpg?s=abf09db5727ed9c8fc66a0af4fbc530b,6.89
3520,Bakuten Shoot Beyblade,12531,Manga,14,1999 - Jul 2004,2102,https://myanimelist.net/manga/852/Bakuten_Shoot_Beyblade,https://cdn.myanimelist.net/r/100x140/images/manga/5/627.jpg?s=81e69b8ae5f3e3649664ce321650a081,6.7
3521,No.9,12588,One-shot,?,Oct 2015 - Oct 2015,1274,https://myanimelist.net/manga/130227/No9,https://cdn.myanimelist.net/r/100x140/images/manga/3/235180.jpg?s=b4311b87a84283fba885c3b95a77e2dc,6.7
3522,Hoshi ni Naru Hi,3860,Manga,1,Jul 2004 - Feb 2005,1110,https://myanimelist.net/manga/34181/Hoshi_ni_Naru_Hi,https://cdn.myanimelist.net/r/100x140/images/manga/2/271858.jpg?s=603839d08f5486fde83b678c7967fceb,7.37
3523,Otogibanashi de Himitsu no Kiss,8257,Manga,1,2003 - 2003,992,https://myanimelist.net/manga/8507/Otogibanashi_de_Himitsu_no_Kiss,https://cdn.myanimelist.net/r/100x140/images/manga/1/11640.jpg?s=89105d8058461414c2597d1d6aae65c3,7.02
3524,Skill Lender no Torikaeshi: Toichi tte Saisho ni Itta yo na?,14757,Manga,?,Sep 2021 -,1851,https://myanimelist.net/manga/144323/Skill_Lender_no_Torikaeshi__Toichi_tte_Saisho_ni_Itta_yo_na,https://cdn.myanimelist.net/r/100x140/images/manga/2/256295.jpg?s=01c118804d31832912e7689c3f2a63a2,6.51
3525,In Dream World,14851,Manhwa,3,2003 - 2004,511,https://myanimelist.net/manga/374/In_Dream_World,https://cdn.myanimelist.net/r/100x140/images/manga/4/7247.jpg?s=59eaccefeb5e86cc64c74de6bd5e98b5,6.5
3526,Jitsu wa Watashi Sexless de Nayandemashita,13359,Manga,1,Mar 2018 - Jul 2018,1761,https://myanimelist.net/manga/120879/Jitsu_wa_Watashi_Sexless_de_Nayandemashita,https://cdn.myanimelist.net/r/100x140/images/manga/3/220822.jpg?s=eeb17282946b8718883fa706bda90d49,6.64
3527,Lost Universe,9882,Manga,3,Apr 1998 - Dec 1999,602,https://myanimelist.net/manga/11280/Lost_Universe,https://cdn.myanimelist.net/r/100x140/images/manga/2/37538.jpg?s=6f8bca9b69b8e476444af6e60ca81087,6.9
3528,Koi no Enchousen,15218,One-shot,?,Aug 2013 - Aug 2013,387,https://myanimelist.net/manga/67447/Koi_no_Enchousen,https://cdn.myanimelist.net/r/100x140/images/manga/3/115411.jpg?s=0a69f88ada3d983d557cd7b7cde2e60f,6.47
3529,Akuno Himitsu Kessha,12846,Manga,1,May 2011 - Feb 2013,620,https://myanimelist.net/manga/58085/Akuno_Himitsu_Kessha,https://cdn.myanimelist.net/r/100x140/images/manga/3/100587.jpg?s=b8a50d02bf224d0fe783cdcb433abe16,6.68
3530,Hatsukoi wa Marude Yaiba no You ni,17688,Manga,1,Oct 2011 - Feb 2012,1102,https://myanimelist.net/manga/37817/Hatsukoi_wa_Marude_Yaiba_no_You_ni,https://cdn.myanimelist.net/r/100x140/images/manga/1/173085.jpg?s=7f586b13aef4dd446606ac5d39cb5976,5.63
3531,Kimi kara no Résumé,8662,Manga,9,1998 - 2003,343,https://myanimelist.net/manga/11458/Kimi_kara_no_Résumé,https://cdn.myanimelist.net/r/100x140/images/manga/3/179798.jpg?s=43c7949a94c850825550214a11a85654,6.99
3532,Real mo Tama ni wa Uso wo Tsuku,2878,Manga,?,Aug 2018 -,18212,https://myanimelist.net/manga/124209/Real_mo_Tama_ni_wa_Uso_wo_Tsuku,https://cdn.myanimelist.net/r/100x140/images/manga/3/257504.jpg?s=30a031468718b38166442992ca1d510c,7.49
3533,Free Collars Kingdom,11886,Manga,3,2002 - 2003,1017,https://myanimelist.net/manga/346/Free_Collars_Kingdom,https://cdn.myanimelist.net/r/100x140/images/manga/1/862.jpg?s=07ec34473a726a960f3daf71508b19fe,6.75
3534,Yoku Wakaranai keredo Isekai ni Tensei shiteita you desu,9055,Light-Novel,?,Jan 2019 -,649,https://myanimelist.net/manga/126032/Yoku_Wakaranai_keredo_Isekai_ni_Tensei_shiteita_you_desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/234390.jpg?s=21a0cb243ad4dcc5f58bba2751186db6,6.96
3535,Hatsune Miku no Shoushitsu,10653,Light-Novel,1,Jul 2012 - Jul 2012,720,https://myanimelist.net/manga/86085/Hatsune_Miku_no_Shoushitsu,https://cdn.myanimelist.net/r/100x140/images/manga/3/154786.jpg?s=52354244ab69a96d1753dbec187466c5,6.85
3536,Burn-Up: Excess & W,17241,Manga,1,1996 -,1326,https://myanimelist.net/manga/4102/Burn-Up__Excess___W,https://cdn.myanimelist.net/r/100x140/images/manga/3/20994.jpg?s=92713415f900b1158450d899d0bc7b74,6.04
3537,Fugitto Amor,11739,One-shot,?,Jul 2013 - Jul 2013,468,https://myanimelist.net/manga/59319/Fugitto_Amor,https://cdn.myanimelist.net/r/100x140/images/manga/2/112457.jpg?s=2d72594775618e027ffaf65129ed6644,6.77
3538,Naka no Warui Iinazuke no Hanashi,7920,Manga,3,Dec 2019 - Oct 2020,5598,https://myanimelist.net/manga/129443/Naka_no_Warui_Iinazuke_no_Hanashi,https://cdn.myanimelist.net/r/100x140/images/manga/2/234261.jpg?s=76c0fc90be856da62ad3bbcdbf483af2,7.04
3539,Isekai Ryouridou,14226,Manga,?,Sep 2017 -,9453,https://myanimelist.net/manga/110081/Isekai_Ryouridou,https://cdn.myanimelist.net/r/100x140/images/manga/2/210087.jpg?s=81a394e85df07220bd34cb550cb8da7e,6.56
3540,Zig☆Zag Don,10174,Manga,6,Jul 2002 - Oct 2004,1337,https://myanimelist.net/manga/10656/Zig☆Zag_Don,https://cdn.myanimelist.net/r/100x140/images/manga/1/78631.jpg?s=ea1f2f10ea8890fa8be33b45e197cba5,6.88
3541,Black Yome ni Yoroshiku!,9302,Manga,1,Jul 2013 - Jun 2014,1884,https://myanimelist.net/manga/63719/Black_Yome_ni_Yoroshiku,https://cdn.myanimelist.net/r/100x140/images/manga/1/188980.jpg?s=1a994dcacba7400b8eda62083bd58c73,6.94
3542,Ad Astra Per Aspera,6888,Manga,?,Sep 2015 -,1081,https://myanimelist.net/manga/92627/Ad_Astra_Per_Aspera,https://cdn.myanimelist.net/r/100x140/images/manga/1/172690.jpg?s=30496c0a8080fb30254c5eba8601eb05,7.11
3543,I ♥ HS,4210,Manga,2,2008 - Jun 2009,6720,https://myanimelist.net/manga/12749/I_♥_HS,https://cdn.myanimelist.net/r/100x140/images/manga/2/17718.jpg?s=2185944220dfe3072e1943156e95e867,7.34
3544,After School: 7th Class,13755,One-shot,?,-,822,https://myanimelist.net/manga/17457/After_School__7th_Class,https://cdn.myanimelist.net/r/100x140/images/manga/3/33820.jpg?s=cb81dc03e456df29783a53884c25bd27,6.61
3545,Plant∞Plan,8845,One-shot,?,Apr 2012 - Apr 2012,733,https://myanimelist.net/manga/49595/Plant∞Plan,https://cdn.myanimelist.net/r/100x140/images/manga/3/89671.jpg?s=ab265777c77963acdc66e7badaa67604,6.98
3546,Ashizuri Suizokukan,4113,Manga,1,Aug 2013 - Aug 2013,4929,https://myanimelist.net/manga/66247/Ashizuri_Suizokukan,https://cdn.myanimelist.net/r/100x140/images/manga/3/218652.jpg?s=0008d7b1c5972e8e0b4db84d41d0e45e,7.35
3547,Chouchou Nannan: 2nd,9561,Doujinshi,2,May 2015 - Aug 2015,638,https://myanimelist.net/manga/88969/Chouchou_Nannan__2nd,https://cdn.myanimelist.net/r/100x140/images/manga/3/155525.jpg?s=192293a96c000bec2c7f48f5f217414a,6.92
3548,Yawarakai Taion,12233,One-shot,?,Sep 2010 - Sep 2010,560,https://myanimelist.net/manga/33607/Yawarakai_Taion,https://cdn.myanimelist.net/r/100x140/images/manga/2/61415.jpg?s=d9a6219cd53213c19563c32fc23c526e,6.73
3549,Renai nante Yurushimasen!,5876,Manga,1,Aug 2016 - Jan 2017,1283,https://myanimelist.net/manga/113044/Renai_nante_Yurushimasen,https://cdn.myanimelist.net/r/100x140/images/manga/1/220830.jpg?s=a2f433ceafc52e7f69940b04af343778,7.19
3550,Tokyo Crazy Paradise,309,Manga,19,Dec 1996 - Apr 2002,17826,https://myanimelist.net/manga/762/Tokyo_Crazy_Paradise,https://cdn.myanimelist.net/r/100x140/images/manga/3/253309.jpg?s=2141e7860cdb52394d59650258cd87ce,8.29
3551,Saitei na Hito wo Suki ni Narimashita,16942,One-shot,?,Dec 2011 - Dec 2011,1287,https://myanimelist.net/manga/39673/Saitei_na_Hito_wo_Suki_ni_Narimashita,https://cdn.myanimelist.net/r/100x140/images/manga/2/72055.jpg?s=33bc1c61bf15c51a0ce3b72715c122fc,6.16
3552,Forget About Love,4986,Manhwa,7,-,1742,https://myanimelist.net/manga/7725/Forget_About_Love,https://cdn.myanimelist.net/r/100x140/images/manga/1/10540.jpg?s=3790add6a0648674c1d894e1f5269d64,7.27
3553,Tomoji,14404,Manga,1,2012 - 2013,581,https://myanimelist.net/manga/90194/Tomoji,https://cdn.myanimelist.net/r/100x140/images/manga/1/158245.jpg?s=eadf654a73d6a6715ec50a6cb7e10e7e,6.54
3554,Xuerende Liwu,17506,Manhua,?,2010 - 2010,294,https://myanimelist.net/manga/19705/Xuerende_Liwu,https://cdn.myanimelist.net/r/100x140/images/manga/1/30725.jpg?s=ad5caa82febb172289f3171b41f53a45,5.86
3555,Rettoujin no Makentsukai: Skill Board wo Kushi shite Saikyou ni Itaru,16222,Manga,?,Jun 2020 -,8898,https://myanimelist.net/manga/127780/Rettoujin_no_Makentsukai__Skill_Board_wo_Kushi_shite_Saikyou_ni_Itaru,https://cdn.myanimelist.net/r/100x140/images/manga/2/238263.jpg?s=19ee8bb4985fee49d8c83ba92843e2aa,6.33
3556,"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",1350,Light-Novel,9,Feb 2015 - Sep 2019,6549,https://myanimelist.net/manga/86870/Uchi_no_Ko_no_Tame_naraba_Ore_wa_Moshikashitara_Maou_mo_Taoseru_kamo_Shirenai,https://cdn.myanimelist.net/r/100x140/images/manga/2/179864.jpg?s=e7495878c25f6f356f3a55347039d537,7.77
3557,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",4087,Manga,?,Jan 2017 -,1783,https://myanimelist.net/manga/112971/Seija_Musou__Salaryman_Isekai_de_Ikinokoru_Tame_ni_Ayumu_Michi,https://cdn.myanimelist.net/r/100x140/images/manga/3/220077.jpg?s=ea77e7ac3ba783036bd67b9355d71284,7.35
3558,Hametsu no Oukoku,8119,Manga,?,Apr 2019 -,5920,https://myanimelist.net/manga/120485/Hametsu_no_Oukoku,https://cdn.myanimelist.net/r/100x140/images/manga/2/226287.jpg?s=401ac99d65bf8ad369e2285f333e3671,7.03
3559,Kubo-san wa Mob wo Yurusanai,7495,One-shot,?,Mar 2019 - Mar 2019,492,https://myanimelist.net/manga/155406/Kubo-san_wa_Mob_wo_Yurusanai,https://cdn.myanimelist.net/r/100x140/images/manga/3/275873.jpg?s=ab070b231ad62f71a51a9499468b1a73,7.07
3560,Yomi no Tsugai,3960,Manga,?,Dec 2021 -,10183,https://myanimelist.net/manga/141772/Yomi_no_Tsugai,https://cdn.myanimelist.net/r/100x140/images/manga/2/262130.jpg?s=ab360b56525cf2b124857d620f4614cf,7.36
3561,Tsurebito,5733,Manga,4,Dec 2006 - Oct 2008,1774,https://myanimelist.net/manga/737/Tsurebito,https://cdn.myanimelist.net/r/100x140/images/manga/3/182524.jpg?s=8082d60d8b7cf73d53152ba6a977fc73,7.2
3562,Innsmouth no Kage: Lovecraft Kessakushuu,3820,Manga,2,May 2020 - Mar 2021,749,https://myanimelist.net/manga/125806/Innsmouth_no_Kage__Lovecraft_Kessakushuu,https://cdn.myanimelist.net/r/100x140/images/manga/3/244076.jpg?s=cffb30f314fc41e601061b45dc909a77,7.38
3563,Shibatarian,8227,Manga,?,Apr 2023 -,2492,https://myanimelist.net/manga/157543/Shibatarian,https://cdn.myanimelist.net/r/100x140/images/manga/2/284148.jpg?s=3389e810e300dbd3aa24859f390de43a,7.02
3564,Cloverfield/Kishin,17017,Manga,1,Jan 2008 - May 2008,529,https://myanimelist.net/manga/4346/Cloverfield_Kishin,https://cdn.myanimelist.net/r/100x140/images/manga/1/34324.jpg?s=34d4f1d2c3af005909527dfc7f283543,6.13
3565,Live Dungeon!,8315,Manga,?,Apr 2018 -,3009,https://myanimelist.net/manga/125348/Live_Dungeon,https://cdn.myanimelist.net/r/100x140/images/manga/1/234329.jpg?s=7bf8cefe2eb0e147043532c4408db2b3,7.02
3566,Renai Shinjuu,17553,Manga,4,2009 - 2009,594,https://myanimelist.net/manga/34973/Renai_Shinjuu,https://cdn.myanimelist.net/r/100x140/images/manga/2/63593.jpg?s=4584c3e14407aa96acdba4e9a8e1c926,5.81
3567,Saikyou Mahoushi no Inton Keikaku,15392,Manga,2,Jul 2017 - Jan 2019,5853,https://myanimelist.net/manga/108754/Saikyou_Mahoushi_no_Inton_Keikaku,https://cdn.myanimelist.net/r/100x140/images/manga/3/206125.jpg?s=54af05362f9e0cbabde288c366b4df92,6.45
3568,Aa toka Uu shika Ienai,5630,Manga,4,Jan 2019 - Apr 2020,1003,https://myanimelist.net/manga/134595/Aa_toka_Uu_shika_Ienai,https://cdn.myanimelist.net/r/100x140/images/manga/2/246040.jpg?s=f1c7e0c3a12d835168dbfeba121b4b4b,7.21
3569,Tetsujin 28-gou,2855,Manga,24,Jul 1956 - May 1966,608,https://myanimelist.net/manga/46486/Tetsujin_28-gou,https://cdn.myanimelist.net/r/100x140/images/manga/3/84541.jpg?s=1ca5456fb5aa3f3bb7f19cdfebbf4da5,7.5
3570,Engage Knight,8406,Manga,2,May 2011 - Apr 2012,1055,https://myanimelist.net/manga/36679/Engage_Knight,https://cdn.myanimelist.net/r/100x140/images/manga/1/66211.jpg?s=7bb2ee38fb8898ac0235a21f948385ff,7.01
3571,Orokamono no Koi,9677,Manga,1,Oct 2011 - Oct 2011,2478,https://myanimelist.net/manga/42063/Orokamono_no_Koi,https://cdn.myanimelist.net/r/100x140/images/manga/1/73563.jpg?s=8b9dbbb4dbf31d9bda9d12d83e02bfd8,6.92
3572,Hana no Keiji: Kumo no Kanata ni,2471,Manga,18,Nov 1989 - Jul 1993,1386,https://myanimelist.net/manga/14281/Hana_no_Keiji__Kumo_no_Kanata_ni,https://cdn.myanimelist.net/r/100x140/images/manga/1/187156.jpg?s=75842d42d08b4352e512aa69e77e3b89,7.55
3573,My 990 Thousand Past Lives Help Me,16434,Manhwa,?,May 2021 - Mar 2023,1691,https://myanimelist.net/manga/148659/My_990_Thousand_Past_Lives_Help_Me,https://cdn.myanimelist.net/r/100x140/images/manga/3/263772.jpg?s=4c973711b18b72c74f44aa02c5d1c5c2,6.29
3574,Project Sekai Colorful Stage! feat. Hatsune Miku: Comic Anthology,6150,Manga,1,Nov 2021 - Nov 2021,611,https://myanimelist.net/manga/143204/Project_Sekai_Colorful_Stage_feat_Hatsune_Miku__Comic_Anthology,https://cdn.myanimelist.net/r/100x140/images/manga/3/254382.jpg?s=e41ea2260a43ce2beeb65d9e863b4fb1,7.17
3575,Chinpui,2425,Manga,4,Jun 1985 - Feb 1991,275,https://myanimelist.net/manga/42177/Chinpui,https://cdn.myanimelist.net/r/100x140/images/manga/3/73743.jpg?s=7afd6ccae4e351d3b97e19cf001c006c,7.56
3576,I Played the Role of the Adopted Daughter Too Well,6159,Manhwa,?,Feb 2023 -,1019,https://myanimelist.net/manga/156451/I_Played_the_Role_of_the_Adopted_Daughter_Too_Well,https://cdn.myanimelist.net/r/100x140/images/manga/3/277798.jpg?s=ceebf388c2b89683d00aad79dd09b6a1,7.17
3577,B-Gata Kareshi no Aishikata,12647,Manga,1,Oct 2010 - Oct 2010,1530,https://myanimelist.net/manga/41929/B-Gata_Kareshi_no_Aishikata,https://cdn.myanimelist.net/r/100x140/images/manga/2/73325.jpg?s=e8b7db59c8081b9aea4ba19c8f53f09b,6.7
3578,Sabinuki Kanojo,10478,Manga,1,Mar 2012 - Aug 2014,4020,https://myanimelist.net/manga/90875/Sabinuki_Kanojo,https://cdn.myanimelist.net/r/100x140/images/manga/2/159919.jpg?s=8d06941acde0114097ed17cad88fb521,6.86
3579,IS: Infinite Stratos,9774,Manga,5,May 2010 - Jul 2012,6543,https://myanimelist.net/manga/23868/IS__Infinite_Stratos,https://cdn.myanimelist.net/r/100x140/images/manga/3/57473.jpg?s=6092e808983a69e9d45798487d9fd39f,6.91
3580,Dr. Frost,848,Manhwa,?,Feb 2011 -,11607,https://myanimelist.net/manga/40345/Dr_Frost,https://cdn.myanimelist.net/r/100x140/images/manga/4/86765.jpg?s=7b37624edfab588f81872294ee793d4a,7.94
3581,Digimon Zero Two,13576,Manhua,2,-,1356,https://myanimelist.net/manga/2388/Digimon_Zero_Two,https://cdn.myanimelist.net/r/100x140/images/manga/1/32658.jpg?s=92d9a73be03536a34f6bb610a9a7e73f,6.62
3582,Zetsubou no Rakuen,15555,Manga,6,Mar 2018 - Aug 2019,976,https://myanimelist.net/manga/114503/Zetsubou_no_Rakuen,https://cdn.myanimelist.net/r/100x140/images/manga/1/223028.jpg?s=d23065a76ecfbf9aa8736a73b885b75b,6.42
3583,Kozue-chan no Koukan Nikki,14206,One-shot,?,Feb 2014 - Feb 2014,553,https://myanimelist.net/manga/87730/Kozue-chan_no_Koukan_Nikki,https://cdn.myanimelist.net/r/100x140/images/manga/1/152767.jpg?s=31c115f9cd1cd35524ac0bc194a4ac29,6.57
3584,Koisaku Potager,4539,Manga,1,Apr 2014 - Nov 2014,1316,https://myanimelist.net/manga/81435/Koisaku_Potager,https://cdn.myanimelist.net/r/100x140/images/manga/1/184032.jpg?s=a35d8b831e74ac39369ad6b52c2cd63d,7.31
3585,All of You in the World,8673,Manhwa,9,Sep 2009 - Nov 2009,848,https://myanimelist.net/manga/16787/All_of_You_in_the_World,https://cdn.myanimelist.net/r/100x140/images/manga/2/25301.jpg?s=a928ef90e6d2de920473858d72fd40d8,6.99
3586,Koufuku Graffiti,10014,Manga,7,Jan 2012 - Sep 2016,1514,https://myanimelist.net/manga/73865/Koufuku_Graffiti,https://cdn.myanimelist.net/r/100x140/images/manga/3/128113.jpg?s=875b3dbc7a29b9e2ab77cb8441c5af5e,6.89
3587,"Ochikobore Datta Ani ga Jitsu wa Saikyou: Shijou Saikyou no Yuusha wa Tenseishi, Gakuen de Mujikaku ni Musou suru",16962,Manga,?,Dec 2021 -,1915,https://myanimelist.net/manga/144809/Ochikobore_Datta_Ani_ga_Jitsu_wa_Saikyou__Shijou_Saikyou_no_Yuusha_wa_Tenseishi_Gakuen_de_Mujikaku_ni_Musou_suru,https://cdn.myanimelist.net/r/100x140/images/manga/2/258214.jpg?s=721c0f644791ec3bb453e7534ddda752,6.15
3588,Futsutsukamono no Ani desu ga,2997,Manga,6,Mar 2013 - Jun 2017,2429,https://myanimelist.net/manga/93417/Futsutsukamono_no_Ani_desu_ga,https://cdn.myanimelist.net/r/100x140/images/manga/2/165068.jpg?s=ff0bc6d74e39ef22992aec11ec2460ce,7.48
3589,Shanghai Youma Kikai,8634,Manga,?,Apr 2000 - Apr 2006,1985,https://myanimelist.net/manga/1652/Shanghai_Youma_Kikai,https://cdn.myanimelist.net/r/100x140/images/manga/3/268891.jpg?s=a9a2adec2709863a48ac85b85fe8d784,6.99
3590,Dakara Miyoko Desu,4717,Manga,4,Dec 2011 - Aug 2017,287,https://myanimelist.net/manga/111815/Dakara_Miyoko_Desu,https://cdn.myanimelist.net/r/100x140/images/manga/1/211349.jpg?s=06b7b872f9c7c29dd1186a9b75b892fd,7.29
3591,Hoshikawa Ginza Yonchoume,3980,Manga,3,May 2009 - Oct 2012,5714,https://myanimelist.net/manga/19922/Hoshikawa_Ginza_Yonchoume,https://cdn.myanimelist.net/r/100x140/images/manga/2/144447.jpg?s=e6513c329a4cdc52f4197b7d1146abd2,7.36
3592,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e: Other School Days,10632,Manga,1,Sep 2017 - Sep 2017,668,https://myanimelist.net/manga/125053/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e__Other_School_Days,https://cdn.myanimelist.net/r/100x140/images/manga/2/247951.jpg?s=eb7f985a0c662befa2885454af25e8f9,6.85
3593,Majutsu Gakuin wo Shuseki de Sotsugyoushita Ore ga Boukensha wo Hajimeru no wa Sonna ni Okashii Darou ka,12929,Manga,?,Nov 2018 -,3128,https://myanimelist.net/manga/121002/Majutsu_Gakuin_wo_Shuseki_de_Sotsugyoushita_Ore_ga_Boukensha_wo_Hajimeru_no_wa_Sonna_ni_Okashii_Darou_ka,https://cdn.myanimelist.net/r/100x140/images/manga/1/227870.jpg?s=97ee5153d1b5fbd3ccc3141cf531d816,6.67
3594,Maou Voice,8095,Manga,1,Sep 2011 - Oct 2013,614,https://myanimelist.net/manga/32235/Maou_Voice,https://cdn.myanimelist.net/r/100x140/images/manga/1/152351.jpg?s=9066c3eee6ccbf5f68bac5be949cb45b,7.03
3595,Haru no Ongaeshi,13365,One-shot,?,Nov 2019 - Nov 2019,732,https://myanimelist.net/manga/124830/Haru_no_Ongaeshi,https://cdn.myanimelist.net/r/100x140/images/manga/3/235689.jpg?s=792202bae03268d73db4c77d0f64b622,6.64
3596,Rojiura Brothers,3743,Manga,3,Feb 2014 - Apr 2020,800,https://myanimelist.net/manga/77221/Rojiura_Brothers,https://cdn.myanimelist.net/r/100x140/images/manga/3/165570.jpg?s=c580beb1173630bbd67cbfb0c88873df,7.39
3597,Shinonome Yuuko wa Tanpen Shousetsu wo Aishiteiru,7172,Manga,1,May 2012 - Aug 2013,3002,https://myanimelist.net/manga/51661/Shinonome_Yuuko_wa_Tanpen_Shousetsu_wo_Aishiteiru,https://cdn.myanimelist.net/r/100x140/images/manga/1/117031.jpg?s=0521d5eb41e2ff231e1c8b09d91e226e,7.09
3598,Moebana,16249,Manga,4,Jun 2022 - Mar 2023,1458,https://myanimelist.net/manga/148750/Moebana,https://cdn.myanimelist.net/r/100x140/images/manga/3/267774.jpg?s=a1a8c96edb75b75562eb26f4aae14dc4,6.32
